-DOCSTART- -X- -X- O

true	JJ	I-NP	O
idiosyncrasy	NN	I-NP	O
to	TO	B-PP	O
lidocaine	NN	B-NP	O
.	.	O	O

Suxamethonium	NN	B-NP	O
infusion	NN	I-NP	O
rate	NN	I-NP	O
and	CC	O	O
observed	VBN	B-NP	O
fasciculations	NNS	I-NP	B
.	.	O	O

A	DT	B-NP	O
dose	NN	I-NP	O
-	HYPH	O	O
response	NN	B-NP	O
study	NN	I-NP	O
.	.	O	O

Suxamethonium	NN	B-NP	O
chloride	NN	I-NP	O
(	(	O	O
Sch	NN	B-NP	O
)	)	O	O
was	VBD	B-VP	O
administered	VBN	I-VP	O
i.v.	JJ	B-ADJP	O
to	TO	B-PP	O
num	CD	B-NP	O
adult	JJ	I-NP	O
males	NNS	I-NP	O
at	IN	B-PP	O
num	CD	B-NP	O
rates	NNS	I-NP	O
:	:	O	O
num	CD	B-NP	O
mg	NN	I-NP	O
s	SYM	B-NP	O
-	SYM	B-ADJP	O
num	CD	B-NP	O
to	TO	I-NP	O
num	CD	I-NP	O
mg	NN	I-NP	O
s	AFX	O	O
-	HYPH	O	O
num	CD	B-NP	O
.	.	O	O

The	DT	B-NP	O
infusion	NN	I-NP	O
was	VBD	B-VP	O
discontinued	VBN	I-VP	O
either	CC	O	O
when	WRB	B-ADVP	O
there	EX	B-NP	O
was	VBD	B-VP	O
no	DT	B-NP	O
muscular	JJ	I-NP	O
response	NN	I-NP	O
to	TO	B-PP	O
tetanic	JJ	B-NP	B
stimulation	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
ulnar	JJ	I-NP	O
nerve	NN	I-NP	O
or	CC	O	O
when	WRB	B-ADVP	O
Sch	NNP	B-NP	O
num	CD	I-NP	O
mg	NN	I-NP	O
was	VBD	B-VP	O
exceeded	VBN	I-VP	O
.	.	O	O

num	CD	B-NP	O
additional	JJ	I-NP	O
patients	NNS	I-NP	O
received	VBD	B-VP	O
a	DT	B-NP	O
num	CD	I-NP	O
-	HYPH	I-NP	O
mg	NN	I-NP	O
i.v.	JJ	I-NP	O
bolus	NN	I-NP	O
dose	NN	I-NP	O
.	.	O	O

Fasciculations	NNS	B-NP	B
in	IN	B-PP	O
num	CD	B-NP	O
areas	NNS	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
body	NN	I-NP	O
were	VBD	B-VP	O
scored	VBN	I-VP	O
from	IN	B-PP	O
num	CD	B-NP	O
to	TO	B-PP	O
num	CD	B-NP	O
and	CC	O	O
summated	VBN	B-VP	O
as	IN	B-PP	O
a	DT	B-NP	O
total	JJ	I-NP	O
fasciculation	NN	I-NP	B
score	NN	I-NP	O
.	.	O	O

The	DT	B-NP	O
times	NNS	I-NP	O
to	TO	B-PP	O
first	JJ	B-NP	O
fasciculation	NN	I-NP	B
,	,	O	O
twitch	NN	B-NP	B
suppression	NN	I-NP	O
and	CC	O	O
tetanus	NN	B-NP	B
suppression	NN	I-NP	O
were	VBD	B-VP	O
inversely	RB	I-VP	O
related	VBN	I-VP	O
to	TO	B-PP	O
the	DT	B-NP	O
infusion	NN	I-NP	O
rates	NNS	I-NP	O
.	.	O	O

Fasciculations	NNS	B-NP	B
in	IN	B-PP	O
the	DT	B-NP	O
num	CD	I-NP	O
areas	NNS	I-NP	O
and	CC	O	O
the	DT	B-NP	O
total	JJ	I-NP	O
fasciculation	NN	I-NP	B
score	NN	I-NP	O
were	VBD	B-VP	O
related	VBN	I-VP	O
directly	RB	B-ADVP	O
to	TO	B-PP	O
the	DT	B-NP	O
rate	NN	I-NP	O
of	IN	B-PP	O
infusion	NN	B-NP	O
.	.	O	O

Total	JJ	B-NP	O
fasciculation	NN	I-NP	B
scores	NNS	I-NP	O
in	IN	B-PP	O
the	DT	B-NP	O
num	CD	I-NP	O
-	HYPH	I-NP	O
mg	NN	I-NP	O
bolus	NN	I-NP	O
group	NN	I-NP	O
and	CC	O	O
the	DT	B-NP	O
num	CD	I-NP	O
-	HYPH	I-NP	O
mg	NN	I-NP	O
s	AFX	O	O
-	HYPH	O	O
num	CD	B-NP	O
and	CC	I-NP	O
num	CD	I-NP	O
-	HYPH	I-NP	O
mg	NN	I-NP	O
s	AFX	O	O
-	HYPH	O	O
num	CD	B-NP	O
infusion	NN	I-NP	O
groups	NNS	I-NP	O
were	VBD	B-VP	O
not	RB	B-ADJP	O
significantly	RB	I-ADJP	O
different	JJ	I-ADJP	O
.	.	O	O

Galanthamine	NN	B-NP	O
hydrobromide	NN	I-NP	O
,	,	O	O
a	DT	B-NP	O
longer	RBR	I-NP	O
acting	VBG	I-NP	O
anticholinesterase	NN	I-NP	O
drug	NN	I-NP	O
,	,	O	O
in	IN	B-PP	O
the	DT	B-NP	O
treatment	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
central	JJ	I-NP	O
effects	NNS	I-NP	O
of	IN	B-PP	O
scopolamine	NN	B-NP	O
(	(	O	O
Hyoscine	NN	B-NP	O
)	)	O	O
.	.	O	O

Galanthamine	NN	B-NP	O
hydrobromide	NN	I-NP	O
,	,	O	O
an	DT	B-NP	O
anticholinesterase	NN	I-NP	O
drug	NN	I-NP	O
capable	JJ	B-ADJP	O
of	IN	B-PP	O
penetrating	VBG	B-VP	O
the	DT	B-NP	O
blood	NN	I-NP	O
-	HYPH	I-NP	O
brain	NN	I-NP	O
barrier	NN	I-NP	O
,	,	O	O
was	VBD	B-VP	O
used	VBN	I-VP	O
in	IN	B-PP	O
a	DT	B-NP	O
patient	NN	I-NP	O
demonstrating	VBG	B-VP	O
central	JJ	B-NP	O
effects	NNS	I-NP	O
of	IN	B-PP	O
scopolamine	NN	B-NP	O
(	(	O	O
hyoscine	NN	B-NP	O
)	)	O	O
overdosage	NN	B-NP	B
.	.	O	O

It	PRP	B-NP	O
is	VBZ	B-VP	O
longer	RB	I-VP	O
acting	VBG	I-VP	O
than	IN	B-PP	O
physostigmine	NN	B-NP	O
and	CC	O	O
is	VBZ	B-VP	O
used	VBN	I-VP	O
in	IN	B-PP	O
anaesthesia	NN	B-NP	O
to	TO	B-VP	O
reverse	VB	I-VP	O
the	DT	B-NP	O
non	AFX	I-NP	O
-	HYPH	I-NP	O
depolarizing	VBG	B-VP	O
neuromuscular	JJ	B-NP	O
block	NN	I-NP	O
.	.	O	O

However	RB	B-ADVP	O
,	,	O	O
studies	NNS	B-NP	O
into	IN	B-PP	O
the	DT	B-NP	O
dose	NN	I-NP	O
necessary	JJ	B-ADJP	O
to	TO	B-PP	O
combating	VBG	B-VP	O
scopolamine	NN	B-NP	O
intoxication	NN	I-NP	O
are	VBP	B-VP	O
indicated	VBN	I-VP	O
.	.	O	O

Effects	NNS	B-NP	O
of	IN	B-PP	O
uninephrectomy	JJ	B-NP	O
and	CC	I-NP	O
high	JJ	I-NP	O
protein	NN	I-NP	O
feeding	NN	I-NP	O
on	IN	B-PP	O
lithium	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
chronic	JJ	I-NP	B
renal	JJ	I-NP	I
failure	NN	I-NP	I
in	IN	B-PP	O
rats	NNS	B-NP	O
.	.	O	O

Rats	NNS	B-NP	O
with	IN	B-PP	O
lithium	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
nephropathy	NN	I-NP	B
were	VBD	B-VP	O
subjected	VBN	I-VP	O
to	TO	B-PP	O
high	JJ	B-NP	O
protein	NN	I-NP	O
(	(	O	O
HP	NN	B-NP	O
)	)	O	O
feeding	NN	B-NP	O
,	,	O	O
uninephrectomy	NN	B-NP	O
(	(	O	O
NX	NN	B-NP	O
)	)	O	O
or	CC	O	O
a	DT	B-NP	O
combination	NN	I-NP	O
of	IN	B-PP	O
these	DT	B-NP	O
,	,	O	O
in	IN	B-PP	O
an	DT	B-NP	O
attempt	NN	I-NP	O
to	TO	B-VP	O
induce	VB	I-VP	O
glomerular	JJ	B-NP	O
hyperfiltration	NN	I-NP	O
and	CC	O	O
further	JJ	B-NP	O
progression	NN	I-NP	O
of	IN	B-PP	O
renal	JJ	B-NP	B
failure	NN	I-NP	I
.	.	O	O

Newborn	JJ	B-NP	O
female	JJ	I-NP	O
Wistar	NNP	I-NP	O
rats	NNS	I-NP	O
were	VBD	B-VP	O
fed	VBN	I-VP	O
a	DT	B-NP	O
lithium	NN	I-NP	O
-	HYPH	O	O
containing	VBG	B-VP	O
diet	NN	B-NP	O
for	IN	B-PP	O
num	CD	B-NP	O
weeks	NNS	I-NP	O
and	CC	O	O
then	RB	B-ADVP	O
randomized	VBD	B-VP	O
to	TO	B-PP	O
normal	JJ	B-NP	O
diet	NN	I-NP	O
,	,	O	O
HP	NN	B-NP	O
diet	NN	I-NP	O
(	(	O	O
num	CD	B-NP	O
vs.	IN	I-NP	O
num	CD	B-NP	O
%	NN	I-NP	O
)	)	O	O
,	,	O	O
NX	NN	B-NP	O
or	CC	I-NP	O
HP+NX	NN	I-NP	O
for	IN	B-PP	O
another	DT	B-NP	O
num	CD	I-NP	O
weeks	NNS	I-NP	O
.	.	O	O

Corresponding	VBG	B-VP	O
non	AFX	B-NP	O
-	HYPH	I-NP	O
lithium	NN	I-NP	O
pretreated	VBN	I-NP	O
groups	NNS	I-NP	O
were	VBD	B-VP	O
generated	VBN	I-VP	O
.	.	O	O

When	WRB	B-ADVP	O
comparing	VBG	B-VP	O
all	DT	B-NP	O
lithium	NN	I-NP	O
treated	VBN	B-VP	O
versus	IN	B-PP	O
non	AFX	B-NP	O
-	HYPH	I-NP	O
lithium	NN	I-NP	O
-	HYPH	B-NP	O
treated	VBN	I-NP	O
groups	NNS	I-NP	O
,	,	O	O
lithium	NN	B-NP	O
caused	VBD	B-VP	O
a	DT	B-NP	O
reduction	NN	I-NP	O
in	IN	B-PP	O
glomerular	JJ	B-NP	O
filtration	NN	I-NP	O
rate	NN	I-NP	O
(	(	O	O
GFR	NN	B-NP	O
)	)	O	O
without	IN	B-PP	O
significant	JJ	B-NP	O
changes	NNS	I-NP	O
in	IN	B-PP	O
effective	JJ	B-NP	O
renal	JJ	I-NP	O
plasma	NN	I-NP	O
flow	NN	I-NP	O
(	(	O	O
as	IN	B-SBAR	O
determined	VBN	B-VP	O
by	IN	B-PP	O
a	DT	B-NP	O
marker	NN	I-NP	O
secreted	VBN	B-VP	O
into	IN	B-PP	O
the	DT	B-NP	O
proximal	JJ	I-NP	O
tubules	NNS	I-NP	O
)	)	O	O
or	CC	O	O
lithium	NN	B-NP	O
clearance	NN	I-NP	O
.	.	O	O

Consequently	RB	B-ADVP	O
,	,	O	O
lithium	NN	B-NP	O
pretreatment	NN	I-NP	O
caused	VBD	B-VP	O
a	DT	B-NP	O
fall	NN	I-NP	O
in	IN	B-PP	O
filtration	NN	B-NP	O
fraction	NN	I-NP	O
and	CC	O	O
an	DT	B-NP	O
increase	NN	I-NP	O
in	IN	B-PP	O
fractional	JJ	B-NP	O
Li	NNP	I-NP	O
excretion	NN	I-NP	O
.	.	O	O

Lithium	NN	B-NP	O
also	RB	B-ADVP	O
caused	VBD	B-VP	O
proteinuria	NN	B-NP	B
and	CC	O	O
systolic	JJ	B-NP	O
hypertension	NN	I-NP	B
in	IN	B-PP	O
absence	NN	B-NP	O
of	IN	B-PP	O
glomerulosclerosis	NN	B-NP	B
.	.	O	O

HP	NN	B-NP	O
failed	VBD	B-VP	O
to	TO	I-VP	O
accentuante	VB	I-VP	O
progression	NN	B-NP	O
of	IN	B-PP	O
renal	JJ	B-NP	B
failure	NN	I-NP	I
and	CC	B-PP	O
in	IN	B-PP	O
fact	NN	B-NP	O
tended	VBD	B-VP	O
to	TO	I-VP	O
increase	VB	I-VP	O
GFR	NN	B-NP	O
and	CC	O	O
decrease	VB	B-VP	O
plasma	NN	B-NP	O
creatinine	NN	I-NP	O
levels	NNS	I-NP	O
in	IN	B-PP	O
lithium	NN	B-NP	O
pretreated	VBN	B-NP	O
rats	NNS	I-NP	O
.	.	O	O

NX	NN	B-NP	O
caused	VBD	B-VP	O
an	DT	B-NP	O
additive	JJ	I-NP	O
deterioration	NN	I-NP	O
in	IN	B-PP	O
GFR	NN	B-NP	O
which	WDT	B-NP	O
,	,	O	O
however	RB	B-ADVP	O
,	,	O	O
was	VBD	B-VP	O
ameliorated	VBN	I-VP	O
by	IN	B-PP	O
HP	NN	B-NP	O
.	.	O	O

NX+HP	NN	B-NP	O
caused	VBD	B-VP	O
a	DT	B-NP	O
further	JJ	I-NP	O
rise	NN	I-NP	O
in	IN	B-PP	O
blood	NN	B-NP	O
pressure	NN	I-NP	O
in	IN	B-PP	O
Li	NN	B-NP	O
-	HYPH	B-NP	O
pretreated	VBN	I-NP	O
rats	NNS	I-NP	O
.	.	O	O

The	DT	B-NP	O
results	NNS	I-NP	O
indicate	VBP	B-VP	O
that	IN	B-SBAR	O
Li	NN	B-NP	O
-	HYPH	B-NP	O
induced	VBN	I-NP	O
nephropathy	NN	I-NP	B
,	,	O	O
even	RB	B-ADVP	O
when	WRB	I-ADVP	O
the	DT	B-NP	O
GFR	NN	I-NP	O
is	VBZ	B-VP	O
only	RB	I-VP	O
modestly	RB	I-VP	O
reduced	VBN	I-VP	O
,	,	O	O
is	VBZ	B-VP	O
associated	VBN	I-VP	O
with	IN	B-PP	O
proteinuria	NN	B-NP	B
and	CC	O	O
arterial	JJ	B-NP	O
systolic	JJ	I-NP	O
hypertension	NN	I-NP	B
.	.	O	O

In	IN	B-PP	O
this	DT	B-NP	O
model	NN	I-NP	O
of	IN	B-PP	O
chronic	JJ	B-NP	B
renal	JJ	I-NP	I
failure	NN	I-NP	I
the	DT	B-NP	O
decline	NN	I-NP	O
in	IN	B-PP	O
GFR	NN	B-NP	O
is	VBZ	B-VP	O
not	RB	I-VP	O
accompanied	VBN	I-VP	O
by	IN	B-PP	O
a	DT	B-NP	O
corresponding	JJ	I-NP	O
fall	NN	I-NP	O
in	IN	B-PP	O
effective	JJ	B-NP	O
renal	JJ	I-NP	O
plasma	NN	I-NP	O
flow	NN	I-NP	O
,	,	O	O
which	WDT	B-NP	O
may	MD	B-VP	O
be	VB	I-VP	O
the	DT	B-NP	O
functional	JJ	I-NP	O
expression	NN	I-NP	O
of	IN	B-PP	O
the	DT	B-NP	O
formation	NN	I-NP	O
of	IN	B-PP	O
nonfiltrating	JJ	B-NP	O
atubular	JJ	I-NP	O
glomeruli	NNS	I-NP	O
.	.	O	O

The	DT	B-NP	O
fractional	JJ	I-NP	O
reabsorption	NN	I-NP	O
of	IN	B-PP	O
tubular	JJ	B-NP	O
fluid	NN	I-NP	O
by	IN	B-PP	O
the	DT	B-NP	O
proximal	JJ	I-NP	O
tubules	NNS	I-NP	O
is	VBZ	B-VP	O
reduced	VBN	I-VP	O
,	,	O	O
leaving	VBG	B-VP	O
the	DT	B-NP	O
distal	JJ	I-NP	O
delivery	NN	I-NP	O
unchanged.	JJ	B-ADJP	O
(	(	O	O
ABSTRACT	NN	B-NP	O
TRUNCATED	VBN	B-VP	O
AT	IN	B-PP	O
num	CD	B-NP	O
WORDS	NNS	I-NP	O
.	.	O	O

Treatment	NN	B-NP	O
of	IN	B-PP	O
Crohn	NN	B-NP	B
s	VBZ	B-VP	I
disease	NN	B-NP	I
with	IN	B-PP	O
fusidic	JJ	B-NP	O
acid	NN	I-NP	O
:	:	O	O
an	DT	B-NP	O
antibiotic	NN	I-NP	O
with	IN	B-PP	O
immunosuppressive	JJ	B-NP	O
properties	NNS	I-NP	O
similar	JJ	B-ADJP	O
to	TO	B-PP	O
cyclosporin	NN	B-NP	O
.	.	O	O

Fusidic	JJ	B-NP	O
acid	NN	I-NP	O
is	VBZ	B-VP	O
an	DT	B-NP	O
antibiotic	NN	I-NP	O
with	IN	B-PP	O
T	NN	B-NP	O
-	HYPH	I-NP	O
cell	NN	I-NP	O
specific	JJ	I-NP	O
immunosuppressive	JJ	I-NP	O
effects	NNS	I-NP	O
similar	JJ	B-ADJP	O
to	TO	B-PP	O
those	DT	B-NP	O
of	IN	B-PP	O
cyclosporin	NN	B-NP	O
.	.	O	O

Because	IN	B-PP	O
of	IN	I-PP	O
the	DT	B-NP	O
need	NN	I-NP	O
for	IN	B-PP	O
the	DT	B-NP	O
development	NN	I-NP	O
of	IN	B-PP	O
new	JJ	B-NP	O
treatments	NNS	I-NP	O
for	IN	B-PP	O
Crohn	NN	B-NP	B
s	NNS	I-NP	I
disease	NN	I-NP	I
,	,	O	O
a	DT	B-NP	O
pilot	NN	I-NP	O
study	NN	I-NP	O
was	VBD	B-VP	O
undertaken	VBN	I-VP	O
to	TO	I-VP	O
estimate	VB	I-VP	O
the	DT	B-NP	O
pharmacodynamics	NNS	I-NP	O
and	CC	I-NP	O
tolerability	NN	I-NP	O
of	IN	B-PP	O
fusidic	JJ	B-NP	O
acid	NN	I-NP	O
treatment	NN	I-NP	O
in	IN	B-PP	O
chronic	JJ	B-NP	O
active	JJ	I-NP	O
,	,	I-NP	O
therapy	NN	I-NP	O
-	HYPH	I-NP	O
resistant	JJ	B-NP	O
patients	NNS	I-NP	O
.	.	O	O

num	CD	B-NP	O
Crohn	NN	I-NP	B
s	VBZ	B-VP	I
disease	NN	B-NP	I
patients	NNS	I-NP	O
were	VBD	B-VP	O
included	VBN	I-VP	O
.	.	O	O

Fusidic	JJ	B-NP	O
acid	NN	I-NP	O
was	VBD	B-VP	O
administered	VBN	I-VP	O
orally	RB	B-ADVP	O
in	IN	B-PP	O
a	DT	B-NP	O
dose	NN	I-NP	O
of	IN	B-PP	O
num	CD	B-NP	O
mg	NN	I-NP	O
t.d.s.	NN	I-NP	O
and	CC	O	O
the	DT	B-NP	O
treatment	NN	I-NP	O
was	VBD	B-VP	O
planned	VBN	I-VP	O
to	TO	I-VP	O
last	VB	I-VP	O
num	CD	B-NP	O
weeks	NNS	I-NP	O
.	.	O	O

The	DT	B-NP	O
disease	NN	I-NP	O
activity	NN	I-NP	O
was	VBD	B-VP	O
primarily	RB	I-VP	O
measured	VBN	I-VP	O
by	IN	B-PP	O
a	DT	B-NP	O
modified	VBN	I-NP	O
individual	JJ	I-NP	O
grading	NN	I-NP	O
score	NN	I-NP	O
.	.	O	O

num	CD	B-NP	O
of	IN	B-PP	O
num	CD	B-NP	O
patients	NNS	I-NP	O
improved	VBN	B-VP	O
during	IN	B-PP	O
fusidic	JJ	B-NP	O
acid	NN	I-NP	O
treatment	NN	I-NP	O
:	:	O	O
num	CD	B-NP	O
at	IN	B-PP	O
num	CD	B-NP	O
weeks	NNS	I-NP	O
and	CC	O	O
num	CD	B-NP	O
after	IN	I-NP	O
num	CD	B-NP	O
weeks	NNS	I-NP	O
.	.	O	O

There	EX	B-NP	O
were	VBD	B-VP	O
no	DT	B-NP	O
serious	JJ	I-NP	O
clinical	JJ	I-NP	O
side	NN	I-NP	O
effects	NNS	I-NP	O
,	,	O	O
but	CC	O	O
dose	NN	B-NP	O
reduction	NN	I-NP	O
was	VBD	B-VP	O
required	VBN	I-VP	O
in	IN	B-PP	O
num	CD	B-NP	O
patients	NNS	I-NP	O
because	IN	B-PP	O
of	IN	I-PP	O
nausea	NN	B-NP	B
.	.	O	O

Biochemically	RB	B-ADVP	O
,	,	O	O
an	DT	B-NP	O
increase	NN	I-NP	O
in	IN	B-PP	O
alkaline	NN	B-NP	O
phosphatases	NNS	I-NP	O
was	VBD	B-VP	O
noted	VBN	I-VP	O
in	IN	B-PP	O
num	CD	B-NP	O
of	IN	B-PP	O
num	CD	B-NP	O
cases	NNS	I-NP	O
,	,	O	O
and	CC	O	O
the	DT	B-NP	O
greatest	JJS	I-NP	O
increases	NNS	I-NP	O
were	VBD	B-VP	O
seen	VBN	I-VP	O
in	IN	B-PP	O
those	DT	B-NP	O
who	WP	B-NP	O
had	VBD	B-VP	O
elevated	VBN	I-VP	O
levels	NNS	B-NP	O
prior	RB	B-ADVP	O
to	TO	B-PP	O
treatment	NN	B-NP	O
.	.	O	O

All	DT	B-NP	O
reversed	VBD	B-VP	O
to	TO	B-PP	O
pre	AFX	B-NP	O
-	HYPH	I-NP	O
treatment	NN	I-NP	O
levels	NNS	I-NP	O
after	IN	B-PP	O
cessation	NN	B-NP	O
of	IN	B-PP	O
treatment	NN	B-NP	O
.	.	O	O

The	DT	B-NP	O
results	NNS	I-NP	O
of	IN	B-PP	O
this	DT	B-NP	O
pilot	NN	I-NP	O
study	NN	I-NP	O
suggest	VBP	B-VP	O
that	IN	B-SBAR	O
fusidic	JJ	B-NP	O
acid	NN	I-NP	O
may	MD	B-VP	O
be	VB	I-VP	O
of	IN	B-PP	O
benefit	NN	B-NP	O
in	IN	B-PP	O
selected	VBN	B-NP	O
chronic	JJ	I-NP	O
active	JJ	I-NP	O
Crohn	NN	I-NP	B
s	VBZ	B-VP	I
disease	NN	B-NP	I
patients	NNS	I-NP	O
in	IN	B-PP	O
